AWAY,HOME,HOME_TEAM_RESULT,W%,B_index,LV2,wOBA,WAR,WAR,W%,B_index,LV2,wOBA,WAR,WAR
Padres,Reds,L,0.419753086,48.5,26.19,0.297,8.7,11.6,0.419753086,46.7,26.46,0.311,-1.4,15.9
Nationals,Brewers,W,0.586419753,45.8,31.17,0.322,23.2,23,0.450617284,49.9,25.31,0.315,12.5,12.3
Astros,Royals,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.5,46.3,27.5,0.307,9.9,14.6
Dodgers,Pirates,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.481481481,47,26.13,0.318,9.2,17.3
Mets,Braves,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.422360248,45.5,26.35,0.304,8.9,10
RedSox,Rangers,W,0.574074074,46.6,29.18,0.346,18.1,35,0.586419753,46.2,25.24,0.324,10.1,18.7
Athletics,Angels,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.456790123,42.4,25.16,0.314,6.7,20.7
Phillies,Giants,L,0.438271605,47,28.53,0.296,13.6,10.2,0.537037037,43.5,28.27,0.315,17.2,26.8
Cardinals,Mariners,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.530864198,46.6,28.27,0.325,12.9,20.9
Twins,Yankees,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.518518519,44.8,30.4,0.311,18.2,14.6
Cubs,Marlins,W,0.635802469,46.7,30.36,0.333,20.6,38,0.49068323,46.1,28.77,0.309,14.5,20
Indians,Tigers,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.534161491,48,27.31,0.33,17.4,19.4
Padres,Reds,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.419753086,46.7,26.46,0.311,-1.4,15.9
Mets,Braves,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.422360248,45.5,26.35,0.304,8.9,10
Rays,Orioles,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.549382716,47.3,26.91,0.326,15.4,20.2
BlueJays,WhiteSox,W,0.549382716,46.7,28.14,0.327,19,23.7,0.481481481,46.7,27.06,0.314,15.9,16.4
Nationals,Brewers,L,0.586419753,45.8,31.17,0.322,23.2,23,0.450617284,49.9,25.31,0.315,12.5,12.3
Astros,Royals,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.5,46.3,27.5,0.307,9.9,14.6
RedSox,Rangers,W,0.574074074,46.6,29.18,0.346,18.1,35,0.586419753,46.2,25.24,0.324,10.1,18.7
Athletics,Angels,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.456790123,42.4,25.16,0.314,6.7,20.7
Phillies,Giants,W,0.438271605,47,28.53,0.296,13.6,10.2,0.537037037,43.5,28.27,0.315,17.2,26.8
Cardinals,Mariners,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.530864198,46.6,28.27,0.325,12.9,20.9
Dodgers,Pirates,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.481481481,47,26.13,0.318,9.2,17.3
Dodgers,Pirates,L,0.561728395,46.3,32.05,0.314,22.7,24.2,0.481481481,47,26.13,0.318,9.2,17.3
Mets,Nationals,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.586419753,45.8,31.17,0.322,23.2,23
Rangers,Yankees,L,0.586419753,46.2,25.24,0.324,10.1,18.7,0.518518519,44.8,30.4,0.311,18.2,14.6
RedSox,Rays,W,0.574074074,46.6,29.18,0.346,18.1,35,0.419753086,48.8,29.26,0.315,12.2,17.3
Cubs,Reds,L,0.635802469,46.7,30.36,0.333,20.6,38,0.419753086,46.7,26.46,0.311,-1.4,15.9
Indians,Braves,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.422360248,45.5,26.35,0.304,8.9,10
Cardinals,Royals,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.5,46.3,27.5,0.307,9.9,14.6
BlueJays,Rockies,W,0.549382716,46.7,28.14,0.327,19,23.7,0.462962963,48.8,26.66,0.339,13.5,17.5
Astros,Angels,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.456790123,42.4,25.16,0.314,6.7,20.7
Athletics,Giants,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.537037037,43.5,28.27,0.315,17.2,26.8
Mets,Nationals,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.586419753,45.8,31.17,0.322,23.2,23
Rangers,Yankees,L,0.586419753,46.2,25.24,0.324,10.1,18.7,0.518518519,44.8,30.4,0.311,18.2,14.6
RedSox,Rays,L,0.574074074,46.6,29.18,0.346,18.1,35,0.419753086,48.8,29.26,0.315,12.2,17.3
Cubs,Reds,L,0.635802469,46.7,30.36,0.333,20.6,38,0.419753086,46.7,26.46,0.311,-1.4,15.9
Indians,Braves,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.422360248,45.5,26.35,0.304,8.9,10
Marlins,Tigers,W,0.49068323,46.1,28.77,0.309,14.5,20,0.534161491,48,27.31,0.33,17.4,19.4
Dodgers,Brewers,L,0.561728395,46.3,32.05,0.314,22.7,24.2,0.450617284,49.9,25.31,0.315,12.5,12.3
Twins,WhiteSox,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.481481481,46.7,27.06,0.314,15.9,16.4
Cardinals,Royals,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.5,46.3,27.5,0.307,9.9,14.6
BlueJays,Rockies,L,0.549382716,46.7,28.14,0.327,19,23.7,0.462962963,48.8,26.66,0.339,13.5,17.5
Astros,Angels,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.456790123,42.4,25.16,0.314,6.7,20.7
Orioles,Padres,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.419753086,48.5,26.19,0.297,8.7,11.6
Pirates,Mariners,W,0.481481481,47,26.13,0.318,9.2,17.3,0.530864198,46.6,28.27,0.325,12.9,20.9
Athletics,Giants,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.537037037,43.5,28.27,0.315,17.2,26.8
RedSox,Rays,W,0.574074074,46.6,29.18,0.346,18.1,35,0.419753086,48.8,29.26,0.315,12.2,17.3
Cubs,Reds,L,0.635802469,46.7,30.36,0.333,20.6,38,0.419753086,46.7,26.46,0.311,-1.4,15.9
Marlins,Tigers,W,0.49068323,46.1,28.77,0.309,14.5,20,0.534161491,48,27.31,0.33,17.4,19.4
BlueJays,Rockies,L,0.549382716,46.7,28.14,0.327,19,23.7,0.462962963,48.8,26.66,0.339,13.5,17.5
Astros,Angels,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.456790123,42.4,25.16,0.314,6.7,20.7
Orioles,Padres,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.419753086,48.5,26.19,0.297,8.7,11.6
Mets,Nationals,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.586419753,45.8,31.17,0.322,23.2,23
Rangers,Yankees,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.518518519,44.8,30.4,0.311,18.2,14.6
Indians,Braves,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.422360248,45.5,26.35,0.304,8.9,10
Dodgers,Brewers,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.450617284,49.9,25.31,0.315,12.5,12.3
Twins,WhiteSox,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.481481481,46.7,27.06,0.314,15.9,16.4
Royals,Cardinals,L,0.5,46.3,27.5,0.307,9.9,14.6,0.530864198,46.7,27.7,0.329,17.4,22.3
Giants,Athletics,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.425925926,43.6,26.37,0.302,12.2,2.7
Pirates,Mariners,L,0.481481481,47,26.13,0.318,9.2,17.3,0.530864198,46.6,28.27,0.325,12.9,20.9
Rangers,Yankees,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.518518519,44.8,30.4,0.311,18.2,14.6
Dodgers,Brewers,L,0.561728395,46.3,32.05,0.314,22.7,24.2,0.450617284,49.9,25.31,0.315,12.5,12.3
Twins,WhiteSox,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.481481481,46.7,27.06,0.314,15.9,16.4
Reds,Nationals,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.586419753,45.8,31.17,0.322,23.2,23
Indians,BlueJays,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.549382716,46.7,28.14,0.327,19,23.7
Cubs,Mets,W,0.635802469,46.7,30.36,0.333,20.6,38,0.537037037,45.9,29.76,0.315,24.4,20.5
Tigers,Rays,L,0.534161491,48,27.31,0.33,17.4,19.4,0.419753086,48.8,29.26,0.315,12.2,17.3
Marlins,Braves,W,0.49068323,46.1,28.77,0.309,14.5,20,0.422360248,45.5,26.35,0.304,8.9,10
Royals,Cardinals,L,0.5,46.3,27.5,0.307,9.9,14.6,0.530864198,46.7,27.7,0.329,17.4,22.3
Giants,Athletics,L,0.537037037,43.5,28.27,0.315,17.2,26.8,0.425925926,43.6,26.37,0.302,12.2,2.7
Orioles,Mariners,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.530864198,46.6,28.27,0.325,12.9,20.9
Indians,BlueJays,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.549382716,46.7,28.14,0.327,19,23.7
Reds,Nationals,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.586419753,45.8,31.17,0.322,23.2,23
Royals,Phillies,W,0.5,46.3,27.5,0.307,9.9,14.6,0.438271605,47,28.53,0.296,13.6,10.2
Cubs,Mets,W,0.635802469,46.7,30.36,0.333,20.6,38,0.537037037,45.9,29.76,0.315,24.4,20.5
Tigers,Rays,L,0.534161491,48,27.31,0.33,17.4,19.4,0.419753086,48.8,29.26,0.315,12.2,17.3
Angels,RedSox,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.574074074,46.6,29.18,0.346,18.1,35
Marlins,Braves,L,0.49068323,46.1,28.77,0.309,14.5,20,0.422360248,45.5,26.35,0.304,8.9,10
WhiteSox,Astros,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.518518519,48.1,29.74,0.317,20.1,20.6
Rangers,Twins,L,0.586419753,46.2,25.24,0.324,10.1,18.7,0.364197531,47.9,26.48,0.317,8.5,12.5
Brewers,Cardinals,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.530864198,46.7,27.7,0.329,17.4,22.3
Pirates,Athletics,L,0.481481481,47,26.13,0.318,9.2,17.3,0.425925926,43.6,26.37,0.302,12.2,2.7
Orioles,Mariners,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.530864198,46.6,28.27,0.325,12.9,20.9
Rockies,Dodgers,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.561728395,46.3,32.05,0.314,22.7,24.2
Yankees,Padres,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.419753086,48.5,26.19,0.297,8.7,11.6
Indians,BlueJays,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.549382716,46.7,28.14,0.327,19,23.7
Rangers,Twins,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.364197531,47.9,26.48,0.317,8.5,12.5
Brewers,Cardinals,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.530864198,46.7,27.7,0.329,17.4,22.3
WhiteSox,Astros,L,0.481481481,46.7,27.06,0.314,15.9,16.4,0.518518519,48.1,29.74,0.317,20.1,20.6
Tigers,Rays,L,0.534161491,48,27.31,0.33,17.4,19.4,0.419753086,48.8,29.26,0.315,12.2,17.3
Marlins,Braves,W,0.49068323,46.1,28.77,0.309,14.5,20,0.422360248,45.5,26.35,0.304,8.9,10
Royals,Phillies,L,0.5,46.3,27.5,0.307,9.9,14.6,0.438271605,47,28.53,0.296,13.6,10.2
Cubs,Mets,W,0.635802469,46.7,30.36,0.333,20.6,38,0.537037037,45.9,29.76,0.315,24.4,20.5
Reds,Nationals,L,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.586419753,45.8,31.17,0.322,23.2,23
Angels,RedSox,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.574074074,46.6,29.18,0.346,18.1,35
Pirates,Athletics,L,0.481481481,47,26.13,0.318,9.2,17.3,0.425925926,43.6,26.37,0.302,12.2,2.7
Orioles,Mariners,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.530864198,46.6,28.27,0.325,12.9,20.9
Rockies,Dodgers,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.561728395,46.3,32.05,0.314,22.7,24.2
Yankees,Padres,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.419753086,48.5,26.19,0.297,8.7,11.6
Indians,BlueJays,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.549382716,46.7,28.14,0.327,19,23.7
Cubs,Mets,W,0.635802469,46.7,30.36,0.333,20.6,38,0.537037037,45.9,29.76,0.315,24.4,20.5
Tigers,Rays,L,0.534161491,48,27.31,0.33,17.4,19.4,0.419753086,48.8,29.26,0.315,12.2,17.3
Reds,Nationals,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.586419753,45.8,31.17,0.322,23.2,23
Royals,Phillies,W,0.5,46.3,27.5,0.307,9.9,14.6,0.438271605,47,28.53,0.296,13.6,10.2
Angels,RedSox,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.574074074,46.6,29.18,0.346,18.1,35
WhiteSox,Astros,L,0.481481481,46.7,27.06,0.314,15.9,16.4,0.518518519,48.1,29.74,0.317,20.1,20.6
Rangers,Twins,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.364197531,47.9,26.48,0.317,8.5,12.5
Brewers,Cardinals,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.530864198,46.7,27.7,0.329,17.4,22.3
Pirates,Athletics,L,0.481481481,47,26.13,0.318,9.2,17.3,0.425925926,43.6,26.37,0.302,12.2,2.7
Orioles,Mariners,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.530864198,46.6,28.27,0.325,12.9,20.9
Rockies,Dodgers,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.561728395,46.3,32.05,0.314,22.7,24.2
Yankees,Padres,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.419753086,48.5,26.19,0.297,8.7,11.6
Marlins,Braves,L,0.49068323,46.1,28.77,0.309,14.5,20,0.422360248,45.5,26.35,0.304,8.9,10
Brewers,Nationals,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.586419753,45.8,31.17,0.322,23.2,23
Angels,Rays,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.419753086,48.8,29.26,0.315,12.2,17.3
Rangers,RedSox,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.574074074,46.6,29.18,0.346,18.1,35
Yankees,WhiteSox,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.481481481,46.7,27.06,0.314,15.9,16.4
Athletics,Twins,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.364197531,47.9,26.48,0.317,8.5,12.5
Mariners,Astros,W,0.530864198,46.6,28.27,0.325,12.9,20.9,0.518518519,48.1,29.74,0.317,20.1,20.6
Pirates,Cardinals,L,0.481481481,47,26.13,0.318,9.2,17.3,0.530864198,46.7,27.7,0.329,17.4,22.3
Reds,Cubs,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.635802469,46.7,30.36,0.333,20.6,38
Braves,Phillies,W,0.422360248,45.5,26.35,0.304,8.9,10,0.438271605,47,28.53,0.296,13.6,10.2
Rockies,Giants,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.537037037,43.5,28.27,0.315,17.2,26.8
Marlins,Mets,W,0.49068323,46.1,28.77,0.309,14.5,20,0.537037037,45.9,29.76,0.315,24.4,20.5
Royals,BlueJays,W,0.5,46.3,27.5,0.307,9.9,14.6,0.549382716,46.7,28.14,0.327,19,23.7
Tigers,Indians,W,0.534161491,48,27.31,0.33,17.4,19.4,0.583850932,46.4,30.09,0.326,18.7,26.7
Orioles,Dodgers,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.561728395,46.3,32.05,0.314,22.7,24.2
Reds,Cubs,L,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.635802469,46.7,30.36,0.333,20.6,38
Braves,Phillies,W,0.422360248,45.5,26.35,0.304,8.9,10,0.438271605,47,28.53,0.296,13.6,10.2
Brewers,Nationals,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.586419753,45.8,31.17,0.322,23.2,23
Royals,BlueJays,W,0.5,46.3,27.5,0.307,9.9,14.6,0.549382716,46.7,28.14,0.327,19,23.7
Tigers,Indians,W,0.534161491,48,27.31,0.33,17.4,19.4,0.583850932,46.4,30.09,0.326,18.7,26.7
Angels,Rays,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.419753086,48.8,29.26,0.315,12.2,17.3
Marlins,Mets,L,0.49068323,46.1,28.77,0.309,14.5,20,0.537037037,45.9,29.76,0.315,24.4,20.5
Rangers,RedSox,L,0.586419753,46.2,25.24,0.324,10.1,18.7,0.574074074,46.6,29.18,0.346,18.1,35
Pirates,Cardinals,L,0.481481481,47,26.13,0.318,9.2,17.3,0.530864198,46.7,27.7,0.329,17.4,22.3
Yankees,WhiteSox,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.481481481,46.7,27.06,0.314,15.9,16.4
Athletics,Twins,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.364197531,47.9,26.48,0.317,8.5,12.5
Mariners,Astros,W,0.530864198,46.6,28.27,0.325,12.9,20.9,0.518518519,48.1,29.74,0.317,20.1,20.6
Orioles,Dodgers,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.561728395,46.3,32.05,0.314,22.7,24.2
Rockies,Giants,L,0.462962963,48.8,26.66,0.339,13.5,17.5,0.537037037,43.5,28.27,0.315,17.2,26.8
Tigers,Indians,L,0.534161491,48,27.31,0.33,17.4,19.4,0.583850932,46.4,30.09,0.326,18.7,26.7
Braves,Phillies,W,0.422360248,45.5,26.35,0.304,8.9,10,0.438271605,47,28.53,0.296,13.6,10.2
Marlins,Mets,W,0.49068323,46.1,28.77,0.309,14.5,20,0.537037037,45.9,29.76,0.315,24.4,20.5
Athletics,Twins,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.364197531,47.9,26.48,0.317,8.5,12.5
Reds,Cubs,L,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.635802469,46.7,30.36,0.333,20.6,38
Orioles,Dodgers,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.561728395,46.3,32.05,0.314,22.7,24.2
Brewers,Nationals,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.586419753,45.8,31.17,0.322,23.2,23
Royals,BlueJays,W,0.5,46.3,27.5,0.307,9.9,14.6,0.549382716,46.7,28.14,0.327,19,23.7
Angels,Rays,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.419753086,48.8,29.26,0.315,12.2,17.3
Rangers,RedSox,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.574074074,46.6,29.18,0.346,18.1,35
Yankees,WhiteSox,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.481481481,46.7,27.06,0.314,15.9,16.4
Mariners,Astros,W,0.530864198,46.6,28.27,0.325,12.9,20.9,0.518518519,48.1,29.74,0.317,20.1,20.6
Pirates,Cardinals,L,0.481481481,47,26.13,0.318,9.2,17.3,0.530864198,46.7,27.7,0.329,17.4,22.3
Rockies,Giants,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.537037037,43.5,28.27,0.315,17.2,26.8
Angels,Rays,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.419753086,48.8,29.26,0.315,12.2,17.3
Pirates,Cardinals,W,0.481481481,47,26.13,0.318,9.2,17.3,0.530864198,46.7,27.7,0.329,17.4,22.3
Tigers,BlueJays,W,0.534161491,48,27.31,0.33,17.4,19.4,0.549382716,46.7,28.14,0.327,19,23.7
Yankees,Indians,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.583850932,46.4,30.09,0.326,18.7,26.7
Nationals,Mets,W,0.586419753,45.8,31.17,0.322,23.2,23,0.537037037,45.9,29.76,0.315,24.4,20.5
Braves,Cubs,L,0.422360248,45.5,26.35,0.304,8.9,10,0.635802469,46.7,30.36,0.333,20.6,38
Twins,Rangers,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.586419753,46.2,25.24,0.324,10.1,18.7
Athletics,Astros,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.518518519,48.1,29.74,0.317,20.1,20.6
Mariners,Royals,W,0.530864198,46.6,28.27,0.325,12.9,20.9,0.5,46.3,27.5,0.307,9.9,14.6
Phillies,Rockies,W,0.438271605,47,28.53,0.296,13.6,10.2,0.462962963,48.8,26.66,0.339,13.5,17.5
Padres,Dodgers,L,0.419753086,48.5,26.19,0.297,8.7,11.6,0.561728395,46.3,32.05,0.314,22.7,24.2
Cubs,Pirates,W,0.635802469,46.7,30.36,0.333,20.6,38,0.481481481,47,26.13,0.318,9.2,17.3
Angels,Orioles,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.549382716,47.3,26.91,0.326,15.4,20.2
Tigers,BlueJays,W,0.534161491,48,27.31,0.33,17.4,19.4,0.549382716,46.7,28.14,0.327,19,23.7
Reds,Marlins,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.49068323,46.1,28.77,0.309,14.5,20
Yankees,Indians,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.583850932,46.4,30.09,0.326,18.7,26.7
Rays,RedSox,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.574074074,46.6,29.18,0.346,18.1,35
Nationals,Mets,L,0.586419753,45.8,31.17,0.322,23.2,23,0.537037037,45.9,29.76,0.315,24.4,20.5
Twins,Rangers,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.586419753,46.2,25.24,0.324,10.1,18.7
Braves,WhiteSox,L,0.422360248,45.5,26.35,0.304,8.9,10,0.481481481,46.7,27.06,0.314,15.9,16.4
Athletics,Astros,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.518518519,48.1,29.74,0.317,20.1,20.6
Phillies,Rockies,L,0.438271605,47,28.53,0.296,13.6,10.2,0.462962963,48.8,26.66,0.339,13.5,17.5
Cardinals,Brewers,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.450617284,49.9,25.31,0.315,12.5,12.3
Mariners,Royals,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.5,46.3,27.5,0.307,9.9,14.6
Padres,Dodgers,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.561728395,46.3,32.05,0.314,22.7,24.2
Tigers,BlueJays,L,0.534161491,48,27.31,0.33,17.4,19.4,0.549382716,46.7,28.14,0.327,19,23.7
Braves,WhiteSox,W,0.422360248,45.5,26.35,0.304,8.9,10,0.481481481,46.7,27.06,0.314,15.9,16.4
Cardinals,Brewers,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.450617284,49.9,25.31,0.315,12.5,12.3
Angels,Orioles,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.549382716,47.3,26.91,0.326,15.4,20.2
Rays,RedSox,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.574074074,46.6,29.18,0.346,18.1,35
Reds,Marlins,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.49068323,46.1,28.77,0.309,14.5,20
Yankees,Indians,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.583850932,46.4,30.09,0.326,18.7,26.7
Athletics,Astros,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.518518519,48.1,29.74,0.317,20.1,20.6
Mariners,Royals,W,0.530864198,46.6,28.27,0.325,12.9,20.9,0.5,46.3,27.5,0.307,9.9,14.6
Cubs,Pirates,W,0.635802469,46.7,30.36,0.333,20.6,38,0.481481481,47,26.13,0.318,9.2,17.3
Padres,Dodgers,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.561728395,46.3,32.05,0.314,22.7,24.2
Nationals,Mets,L,0.586419753,45.8,31.17,0.322,23.2,23,0.537037037,45.9,29.76,0.315,24.4,20.5
Phillies,Rockies,W,0.438271605,47,28.53,0.296,13.6,10.2,0.462962963,48.8,26.66,0.339,13.5,17.5
Twins,Rangers,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.586419753,46.2,25.24,0.324,10.1,18.7
Tigers,BlueJays,W,0.534161491,48,27.31,0.33,17.4,19.4,0.549382716,46.7,28.14,0.327,19,23.7
Reds,Marlins,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.49068323,46.1,28.77,0.309,14.5,20
Yankees,Indians,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.583850932,46.4,30.09,0.326,18.7,26.7
Nationals,Mets,L,0.586419753,45.8,31.17,0.322,23.2,23,0.537037037,45.9,29.76,0.315,24.4,20.5
Cubs,Pirates,L,0.635802469,46.7,30.36,0.333,20.6,38,0.481481481,47,26.13,0.318,9.2,17.3
Angels,Orioles,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.549382716,47.3,26.91,0.326,15.4,20.2
Rays,RedSox,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.574074074,46.6,29.18,0.346,18.1,35
Braves,WhiteSox,L,0.422360248,45.5,26.35,0.304,8.9,10,0.481481481,46.7,27.06,0.314,15.9,16.4
Athletics,Astros,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.518518519,48.1,29.74,0.317,20.1,20.6
Cardinals,Brewers,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.450617284,49.9,25.31,0.315,12.5,12.3
Mariners,Royals,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.5,46.3,27.5,0.307,9.9,14.6
Twins,Rangers,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.586419753,46.2,25.24,0.324,10.1,18.7
Phillies,Rockies,L,0.438271605,47,28.53,0.296,13.6,10.2,0.462962963,48.8,26.66,0.339,13.5,17.5
Padres,Dodgers,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.561728395,46.3,32.05,0.314,22.7,24.2
Rangers,Cubs,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.635802469,46.7,30.36,0.333,20.6,38
RedSox,Yankees,L,0.574074074,46.6,29.18,0.346,18.1,35,0.518518519,44.8,30.4,0.311,18.2,14.6
Mets,Phillies,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.438271605,47,28.53,0.296,13.6,10.2
Pirates,Nationals,W,0.481481481,47,26.13,0.318,9.2,17.3,0.586419753,45.8,31.17,0.322,23.2,23
Orioles,Rays,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.419753086,48.8,29.26,0.315,12.2,17.3
Royals,Tigers,W,0.5,46.3,27.5,0.307,9.9,14.6,0.534161491,48,27.31,0.33,17.4,19.4
Brewers,Reds,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.419753086,46.7,26.46,0.311,-1.4,15.9
Rockies,Braves,L,0.462962963,48.8,26.66,0.339,13.5,17.5,0.422360248,45.5,26.35,0.304,8.9,10
Indians,Twins,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.364197531,47.9,26.48,0.317,8.5,12.5
Marlins,Cardinals,L,0.49068323,46.1,28.77,0.309,14.5,20,0.530864198,46.7,27.7,0.329,17.4,22.3
WhiteSox,Angels,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.456790123,42.4,25.16,0.314,6.7,20.7
BlueJays,Athletics,W,0.549382716,46.7,28.14,0.327,19,23.7,0.425925926,43.6,26.37,0.302,12.2,2.7
Astros,Mariners,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.530864198,46.6,28.27,0.325,12.9,20.9
Giants,Padres,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.419753086,48.5,26.19,0.297,8.7,11.6
