AWAY,HOME,HOME_TEAM_RESULT,W%,Off,K%,AVG,P_Index,B_index
Pirates,Giants,L,0.055555556,3.5,-3.6,0.001,1.47,-3.5
RedSox,Orioles,L,-0.024691358,-99.6,3.3,-0.026,-1.78,0.7
Dodgers,Phillies,L,-0.12345679,-121.9,1.6,-0.009,-3.06,0.7
WhiteSox,Indians,L,0.10236945,58.9,-0.8,0.005,2.44,-0.3
Royals,Tigers,L,0.034161491,100,1.1,0.006,-0.37,1.7
Marlins,Reds,W,-0.070930143,-25.8,1.3,-0.007,-1.94,0.6
Twins,Braves,L,0.058162718,-82.3,-2.8,0.004,0.12,-2.4
Brewers,Cubs,W,0.185185185,115.4,-4.4,0.012,4.35,-3.2
Athletics,Rangers,W,0.160493827,87.3,1,0.016,-0.73,2.6
Mariners,Angels,L,-0.074074074,-64,-4.3,0.001,-2.52,-4.2
RedSox,Tigers,W,-0.039912583,-103.1,2.9,-0.015,-1.76,1.4
Brewers,Cubs,W,0.185185185,115.4,-4.4,0.012,4.35,-3.2
Astros,Orioles,W,0.030864198,19,-1.7,0.009,-2.04,-0.8
Dodgers,Phillies,W,-0.12345679,-121.9,1.6,-0.009,-3.06,0.7
WhiteSox,Indians,W,0.10236945,58.9,-0.8,0.005,2.44,-0.3
Marlins,Reds,W,-0.070930143,-25.8,1.3,-0.007,-1.94,0.6
Nationals,Braves,L,-0.164059505,-102.7,-0.2,-0.001,-3.91,-0.3
Twins,Royals,W,0.135802469,-57.2,-2.6,0.01,1.02,-1.6
Mariners,Angels,W,-0.074074074,-64,-4.3,0.001,-2.52,-4.2
Mets,Giants,W,0,0.5,-3.6,0.012,-1.29,-2.4
Astros,Orioles,L,0.030864198,19,-1.7,0.009,-2.04,-0.8
Marlins,Pirates,L,-0.009201748,26.4,1.5,-0.006,-2.63,0.9
Cardinals,Phillies,L,-0.092592593,-159.6,1.8,-0.015,0.76,0.3
RedSox,Tigers,L,-0.039912583,-103.1,2.9,-0.015,-1.76,1.4
Dodgers,Reds,W,-0.141975309,-61.9,-0.3,0.007,-4.29,0.4
Rangers,Rays,L,-0.166666667,3,4.5,-0.019,3.42,2.6
BlueJays,Indians,W,0.034468216,15.6,-1.7,0.014,1.77,-0.3
Nationals,Braves,L,-0.164059505,-102.7,-0.2,-0.001,-3.91,-0.3
Athletics,WhiteSox,L,0.055555556,72.6,2,0.011,0.81,3.1
Twins,Royals,W,0.135802469,-57.2,-2.6,0.01,1.02,-1.6
Cubs,Rockies,W,-0.172839506,-99.3,0.2,0.019,-3.03,2.1
Yankees,Angels,L,-0.061728395,20.5,-3.2,0.008,-4.38,-2.4
Brewers,Mariners,W,0.080246914,97.8,-4.8,0.015,2.3,-3.3
Mets,Giants,W,0,0.5,-3.6,0.012,-1.29,-2.4
Mets,Giants,L,0,0.5,-3.6,0.012,-1.29,-2.4
Rangers,Rays,W,-0.166666667,3,4.5,-0.019,3.42,2.6
Astros,Orioles,L,0.030864198,19,-1.7,0.009,-2.04,-0.8
Marlins,Pirates,L,-0.009201748,26.4,1.5,-0.006,-2.63,0.9
Cardinals,Phillies,W,-0.092592593,-159.6,1.8,-0.015,0.76,0.3
RedSox,Tigers,L,-0.039912583,-103.1,2.9,-0.015,-1.76,1.4
Dodgers,Reds,W,-0.141975309,-61.9,-0.3,0.007,-4.29,0.4
Athletics,WhiteSox,W,0.055555556,72.6,2,0.011,0.81,3.1
BlueJays,Indians,L,0.034468216,15.6,-1.7,0.014,1.77,-0.3
Nationals,Braves,L,-0.164059505,-102.7,-0.2,-0.001,-3.91,-0.3
Twins,Royals,W,0.135802469,-57.2,-2.6,0.01,1.02,-1.6
Cubs,Rockies,L,-0.172839506,-99.3,0.2,0.019,-3.03,2.1
Brewers,Mariners,W,0.080246914,97.8,-4.8,0.015,2.3,-3.3
Yankees,Angels,L,-0.061728395,20.5,-3.2,0.008,-4.38,-2.4
RedSox,Tigers,W,-0.039912583,-103.1,2.9,-0.015,-1.76,1.4
Dodgers,Reds,L,-0.141975309,-61.9,-0.3,0.007,-4.29,0.4
Rangers,Rays,W,-0.166666667,3,4.5,-0.019,3.42,2.6
BlueJays,Indians,W,0.034468216,15.6,-1.7,0.014,1.77,-0.3
Astros,Orioles,L,0.030864198,19,-1.7,0.009,-2.04,-0.8
Marlins,Pirates,L,-0.009201748,26.4,1.5,-0.006,-2.63,0.9
Cardinals,Phillies,L,-0.092592593,-159.6,1.8,-0.015,0.76,0.3
Nationals,Braves,W,-0.164059505,-102.7,-0.2,-0.001,-3.91,-0.3
Athletics,WhiteSox,W,0.055555556,72.6,2,0.011,0.81,3.1
Twins,Royals,W,0.135802469,-57.2,-2.6,0.01,1.02,-1.6
Yankees,Angels,W,-0.061728395,20.5,-3.2,0.008,-4.38,-2.4
Cubs,Rockies,W,-0.172839506,-99.3,0.2,0.019,-3.03,2.1
Brewers,Mariners,L,0.080246914,97.8,-4.8,0.015,2.3,-3.3
Mets,Giants,L,0,0.5,-3.6,0.012,-1.29,-2.4
Dodgers,Reds,L,-0.141975309,-61.9,-0.3,0.007,-4.29,0.4
Astros,Pirates,L,-0.037037037,-27.3,-2.1,0.01,-2.84,-1.1
Nationals,Orioles,W,-0.037037037,25.9,1.5,0,-3.4,1.5
RedSox,Rays,L,-0.154320988,-130,6.1,-0.039,0.1,2.2
Rockies,Brewers,W,-0.012345679,-16.1,4.2,-0.031,-1.32,1.1
Indians,Athletics,L,-0.157925006,-131.5,-1.2,-0.016,-3.25,-2.8
Cubs,Padres,L,-0.216049383,-134.7,3.9,-0.021,-3.41,1.8
Yankees,Mariners,W,0.012345679,84.5,1.1,0.007,-1.86,1.8
Astros,Pirates,W,-0.037037037,-27.3,-2.1,0.01,-2.84,-1.1
Nationals,Orioles,W,-0.037037037,25.9,1.5,0,-3.4,1.5
Angels,BlueJays,W,0.092592593,39.7,5.5,-0.012,2.41,4.3
RedSox,Rays,L,-0.154320988,-130,6.1,-0.039,0.1,2.2
Royals,Marlins,L,-0.00931677,30.8,-0.4,0.002,1.44,-0.2
Rangers,Reds,W,-0.166666667,-65.1,1.1,-0.006,1.43,0.5
Rockies,Brewers,W,-0.012345679,-16.1,4.2,-0.031,-1.32,1.1
Tigers,Twins,L,-0.16996396,-42.8,1.5,-0.016,-0.65,-0.1
Phillies,WhiteSox,W,0.043209877,110.4,-2,0.017,-1.12,-0.3
Mets,Cardinals,L,-0.00617284,44.4,-0.1,0.009,-1.6,0.8
Indians,Athletics,W,-0.157925006,-131.5,-1.2,-0.016,-3.25,-2.8
Cubs,Padres,L,-0.216049383,-134.7,3.9,-0.021,-3.41,1.8
Yankees,Mariners,L,0.012345679,84.5,1.1,0.007,-1.86,1.8
Giants,Dodgers,W,0.024691358,6.2,3.7,-0.009,3.51,2.8
Astros,Pirates,L,-0.037037037,-27.3,-2.1,0.01,-2.84,-1.1
Rockies,Brewers,W,-0.012345679,-16.1,4.2,-0.031,-1.32,1.1
Indians,Athletics,W,-0.157925006,-131.5,-1.2,-0.016,-3.25,-2.8
Cubs,Padres,L,-0.216049383,-134.7,3.9,-0.021,-3.41,1.8
Yankees,Mariners,L,0.012345679,84.5,1.1,0.007,-1.86,1.8
Orioles,Nationals,L,0.037037037,-25.9,-1.5,0,3.4,-1.5
Angels,BlueJays,L,0.092592593,39.7,5.5,-0.012,2.41,4.3
RedSox,Rays,W,-0.154320988,-130,6.1,-0.039,0.1,2.2
Royals,Marlins,W,-0.00931677,30.8,-0.4,0.002,1.44,-0.2
Rangers,Reds,L,-0.166666667,-65.1,1.1,-0.006,1.43,0.5
Tigers,Twins,L,-0.16996396,-42.8,1.5,-0.016,-0.65,-0.1
Phillies,WhiteSox,L,0.043209877,110.4,-2,0.017,-1.12,-0.3
Mets,Cardinals,W,-0.00617284,44.4,-0.1,0.009,-1.6,0.8
Giants,Dodgers,W,0.024691358,6.2,3.7,-0.009,3.51,2.8
RedSox,Rays,W,-0.154320988,-130,6.1,-0.039,0.1,2.2
Tigers,Twins,L,-0.16996396,-42.8,1.5,-0.016,-0.65,-0.1
Orioles,Nationals,W,0.037037037,-25.9,-1.5,0,3.4,-1.5
Angels,BlueJays,L,0.092592593,39.7,5.5,-0.012,2.41,4.3
Royals,Marlins,L,-0.00931677,30.8,-0.4,0.002,1.44,-0.2
Mets,Cardinals,L,-0.00617284,44.4,-0.1,0.009,-1.6,0.8
Indians,Rangers,W,0.002568821,-44.2,-0.2,0,-3.98,-0.2
Pirates,Brewers,L,-0.030864198,-32,4.2,-0.013,-0.72,2.9
Mariners,WhiteSox,W,-0.049382716,-67.6,0.3,-0.002,-0.78,0.1
Giants,Dodgers,L,0.024691358,6.2,3.7,-0.009,3.51,2.8
Orioles,Yankees,W,-0.030864198,-65,-2.1,-0.004,2.64,-2.5
Rockies,Nationals,W,0.12345679,36.3,-1.1,-0.019,3.6,-3
Twins,BlueJays,W,0.185185185,41.5,-0.9,-0.003,1.3,-1.2
Royals,RedSox,L,0.074074074,203.1,-1.8,0.021,1.39,0.3
Angels,Tigers,W,0.077371367,41,4.9,0.007,1.76,5.6
Phillies,Mets,W,0.098765432,115.2,-1.7,0.006,0.84,-1.1
Padres,Marlins,W,0.070930143,24.9,-5.2,0.028,2.41,-2.4
Indians,Rangers,L,0.002568821,-44.2,-0.2,0,-3.98,-0.2
Pirates,Brewers,L,-0.030864198,-32,4.2,-0.013,-0.72,2.9
Mariners,WhiteSox,L,-0.049382716,-67.6,0.3,-0.002,-0.78,0.1
Rays,Astros,W,0.098765432,11.4,-1.1,0.004,0.16,-0.7
Athletics,Cardinals,W,0.104938272,121.8,2.2,0.009,1.17,3.1
Cubs,Dodgers,L,-0.074074074,-73.7,0.3,-0.007,1.35,-0.4
Braves,Giants,W,0.114676789,85.8,-2.3,0.003,1.18,-2
Orioles,Yankees,W,-0.030864198,-65,-2.1,-0.004,2.64,-2.5
Rockies,Nationals,L,0.12345679,36.3,-1.1,-0.019,3.6,-3
Twins,BlueJays,W,0.185185185,41.5,-0.9,-0.003,1.3,-1.2
Cubs,Dodgers,W,-0.074074074,-73.7,0.3,-0.007,1.35,-0.4
Royals,RedSox,W,0.074074074,203.1,-1.8,0.021,1.39,0.3
Angels,Tigers,L,0.077371367,41,4.9,0.007,1.76,5.6
Phillies,Mets,W,0.098765432,115.2,-1.7,0.006,0.84,-1.1
Pirates,Brewers,L,-0.030864198,-32,4.2,-0.013,-0.72,2.9
Padres,Marlins,L,0.070930143,24.9,-5.2,0.028,2.41,-2.4
Mariners,WhiteSox,W,-0.049382716,-67.6,0.3,-0.002,-0.78,0.1
Rays,Astros,W,0.098765432,11.4,-1.1,0.004,0.16,-0.7
Athletics,Cardinals,L,0.104938272,121.8,2.2,0.009,1.17,3.1
Indians,Rangers,W,0.002568821,-44.2,-0.2,0,-3.98,-0.2
Braves,Giants,L,0.114676789,85.8,-2.3,0.003,1.18,-2
Orioles,Yankees,L,-0.030864198,-65,-2.1,-0.004,2.64,-2.5
Twins,BlueJays,W,0.185185185,41.5,-0.9,-0.003,1.3,-1.2
Angels,Tigers,L,0.077371367,41,4.9,0.007,1.76,5.6
Phillies,Mets,L,0.098765432,115.2,-1.7,0.006,0.84,-1.1
Padres,Marlins,L,0.070930143,24.9,-5.2,0.028,2.41,-2.4
Rockies,Nationals,L,0.12345679,36.3,-1.1,-0.019,3.6,-3
Pirates,Brewers,L,-0.030864198,-32,4.2,-0.013,-0.72,2.9
Mariners,WhiteSox,W,-0.049382716,-67.6,0.3,-0.002,-0.78,0.1
Rays,Astros,L,0.098765432,11.4,-1.1,0.004,0.16,-0.7
Athletics,Cardinals,L,0.104938272,121.8,2.2,0.009,1.17,3.1
Indians,Rangers,W,0.002568821,-44.2,-0.2,0,-3.98,-0.2
Braves,Giants,W,0.114676789,85.8,-2.3,0.003,1.18,-2
Cubs,Dodgers,W,-0.074074074,-73.7,0.3,-0.007,1.35,-0.4
Royals,RedSox,L,0.074074074,203.1,-1.8,0.021,1.39,0.3
BlueJays,Orioles,L,0,4.8,-0.2,0.008,-0.67,0.6
Nationals,Phillies,L,-0.148148148,-132.6,2.8,-0.016,-2.28,1.2
WhiteSox,Tigers,W,0.052680009,44.6,0.3,0.01,0.02,1.3
Marlins,Mets,W,0.046353807,29.4,1.5,-0.017,0.13,-0.2
Twins,Indians,W,0.219653401,57.1,-2.6,0.011,3.07,-1.5
Rays,RedSox,W,0.154320988,130,-6.1,0.039,-0.1,-2.2
Cardinals,Brewers,L,-0.080246914,-79.4,4.3,-0.011,-1.88,3.2
Pirates,Cubs,W,0.154320988,83.4,-0.2,-0.001,3.63,-0.3
Mariners,Rangers,W,0.055555556,-52.9,-0.7,0.003,-2.32,-0.4
Athletics,Astros,W,0.092592593,101.7,4.4,0.001,2.85,4.5
Yankees,Royals,W,-0.018518519,-38.5,0.6,0.009,-2.25,1.5
Dodgers,Rockies,W,-0.098765432,-25.6,-0.1,0.026,-4.38,2.5
Reds,Angels,W,0.037037037,54,-4.7,0.004,-1.63,-4.3
BlueJays,Orioles,W,0,4.8,-0.2,0.008,-0.67,0.6
Nationals,Phillies,L,-0.148148148,-132.6,2.8,-0.016,-2.28,1.2
WhiteSox,Tigers,W,0.052680009,44.6,0.3,0.01,0.02,1.3
Marlins,Mets,W,0.046353807,29.4,1.5,-0.017,0.13,-0.2
Twins,Indians,W,0.219653401,57.1,-2.6,0.011,3.07,-1.5
Padres,Braves,W,0.002607162,-31,-5,0.02,0.07,-3
Rays,RedSox,L,0.154320988,130,-6.1,0.039,-0.1,-2.2
Pirates,Cubs,W,0.154320988,83.4,-0.2,-0.001,3.63,-0.3
Mariners,Rangers,W,0.055555556,-52.9,-0.7,0.003,-2.32,-0.4
Athletics,Astros,W,0.092592593,101.7,4.4,0.001,2.85,4.5
Cardinals,Brewers,L,-0.080246914,-79.4,4.3,-0.011,-1.88,3.2
Yankees,Royals,L,-0.018518519,-38.5,0.6,0.009,-2.25,1.5
Reds,Angels,W,0.037037037,54,-4.7,0.004,-1.63,-4.3
WhiteSox,Tigers,W,0.052680009,44.6,0.3,0.01,0.02,1.3
Rays,RedSox,W,0.154320988,130,-6.1,0.039,-0.1,-2.2
Mariners,Rangers,W,0.055555556,-52.9,-0.7,0.003,-2.32,-0.4
Athletics,Astros,W,0.092592593,101.7,4.4,0.001,2.85,4.5
Dodgers,Rockies,W,-0.098765432,-25.6,-0.1,0.026,-4.38,2.5
Dodgers,Rockies,L,-0.098765432,-25.6,-0.1,0.026,-4.38,2.5
Reds,Angels,W,0.037037037,54,-4.7,0.004,-1.63,-4.3
BlueJays,Orioles,L,0,4.8,-0.2,0.008,-0.67,0.6
Nationals,Phillies,L,-0.148148148,-132.6,2.8,-0.016,-2.28,1.2
Marlins,Mets,W,0.046353807,29.4,1.5,-0.017,0.13,-0.2
Twins,Indians,W,0.219653401,57.1,-2.6,0.011,3.07,-1.5
Padres,Braves,W,0.002607162,-31,-5,0.02,0.07,-3
Pirates,Cubs,W,0.154320988,83.4,-0.2,-0.001,3.63,-0.3
Cardinals,Brewers,W,-0.080246914,-79.4,4.3,-0.011,-1.88,3.2
Yankees,Royals,L,-0.018518519,-38.5,0.6,0.009,-2.25,1.5
Padres,Braves,W,0.002607162,-31,-5,0.02,0.07,-3
Marlins,Mets,L,0.046353807,29.4,1.5,-0.017,0.13,-0.2
Giants,Cubs,W,0.098765432,79.9,3.4,-0.002,2.16,3.2
WhiteSox,Twins,W,-0.117283951,1.8,1.8,-0.006,-0.63,1.2
Giants,Cubs,W,0.098765432,79.9,3.4,-0.002,2.16,3.2
Braves,Phillies,L,0.015911356,-29.9,3,-0.015,1.63,1.5
Brewers,Pirates,L,0.030864198,32,-4.2,0.013,0.72,-2.9
Yankees,Orioles,W,0.030864198,65,2.1,0.004,-2.64,2.5
Marlins,Indians,W,0.093167702,83.5,0.4,-0.001,0.61,0.3
Cardinals,Reds,W,-0.111111111,-99.6,-0.1,0.001,-0.47,0
BlueJays,Rays,W,-0.12962963,-25.6,2.6,-0.005,1.21,2.1
Nationals,Mets,L,-0.049382716,-17.4,1.1,-0.01,-1.44,0.1
Astros,Rangers,W,0.067901235,-14.4,-3.4,0.015,-3.58,-1.9
WhiteSox,Twins,L,-0.117283951,1.8,1.8,-0.006,-0.63,1.2
Tigers,Royals,L,-0.034161491,-100,-1.1,-0.006,0.37,-1.7
RedSox,Athletics,L,-0.148148148,-220.3,0.6,-0.036,-2.59,-3
Angels,Mariners,W,0.074074074,64,4.3,-0.001,2.52,4.2
Padres,Dodgers,L,0.141975309,61,-3.6,0.014,4.76,-2.2
Giants,Cubs,L,0.098765432,79.9,3.4,-0.002,2.16,3.2
Astros,Rangers,W,0.067901235,-14.4,-3.4,0.015,-3.58,-1.9
Cardinals,Reds,W,-0.111111111,-99.6,-0.1,0.001,-0.47,0
BlueJays,Rays,W,-0.12962963,-25.6,2.6,-0.005,1.21,2.1
Braves,Phillies,L,0.015911356,-29.9,3,-0.015,1.63,1.5
Brewers,Pirates,L,0.030864198,32,-4.2,0.013,0.72,-2.9
Yankees,Orioles,W,0.030864198,65,2.1,0.004,-2.64,2.5
WhiteSox,Twins,W,-0.117283951,1.8,1.8,-0.006,-0.63,1.2
Marlins,Indians,W,0.093167702,83.5,0.4,-0.001,0.61,0.3
Nationals,Mets,W,-0.049382716,-17.4,1.1,-0.01,-1.44,0.1
Tigers,Royals,W,-0.034161491,-100,-1.1,-0.006,0.37,-1.7
RedSox,Athletics,L,-0.148148148,-220.3,0.6,-0.036,-2.59,-3
Angels,Mariners,L,0.074074074,64,4.3,-0.001,2.52,4.2
Padres,Dodgers,W,0.141975309,61,-3.6,0.014,4.76,-2.2
Cardinals,Reds,L,-0.111111111,-99.6,-0.1,0.001,-0.47,0
BlueJays,Rays,L,-0.12962963,-25.6,2.6,-0.005,1.21,2.1
Braves,Phillies,L,0.015911356,-29.9,3,-0.015,1.63,1.5
Brewers,Pirates,L,0.030864198,32,-4.2,0.013,0.72,-2.9
Yankees,Orioles,L,0.030864198,65,2.1,0.004,-2.64,2.5
WhiteSox,Twins,L,-0.117283951,1.8,1.8,-0.006,-0.63,1.2
Tigers,Royals,L,-0.034161491,-100,-1.1,-0.006,0.37,-1.7
Giants,Cubs,W,0.098765432,79.9,3.4,-0.002,2.16,3.2
Astros,Rangers,L,0.067901235,-14.4,-3.4,0.015,-3.58,-1.9
RedSox,Athletics,W,-0.148148148,-220.3,0.6,-0.036,-2.59,-3
Angels,Mariners,L,0.074074074,64,4.3,-0.001,2.52,4.2
Marlins,Indians,W,0.093167702,83.5,0.4,-0.001,0.61,0.3
Padres,Dodgers,W,0.141975309,61,-3.6,0.014,4.76,-2.2
Nationals,Mets,W,-0.049382716,-17.4,1.1,-0.01,-1.44,0.1
BlueJays,Yankees,W,-0.030864198,-60.2,-2.3,0.004,1.97,-1.9
Orioles,Rays,L,-0.12962963,-30.4,2.8,-0.013,1.88,1.5
Cubs,Brewers,L,-0.185185185,-115.4,4.4,-0.012,-4.35,3.2
Mets,Reds,L,-0.117283951,-55.2,-0.2,0.01,-2.07,0.8
Phillies,Marlins,L,0.052411625,85.8,-3.2,0.023,0.71,-0.9
Royals,Twins,L,-0.135802469,57.2,2.6,-0.01,-1.02,1.6
Braves,Nationals,W,0.164059505,102.7,0.2,0.001,3.91,0.3
Angels,Athletics,L,-0.030864198,-76.2,2.6,-0.014,0.93,1.2
Cardinals,Pirates,L,-0.049382716,-47.4,0.1,0.002,-1.16,0.3
Tigers,WhiteSox,L,-0.052680009,-44.6,-0.3,-0.01,-0.02,-1.3
Giants,Rockies,W,-0.074074074,-19.4,3.6,0.017,-0.87,5.3
Rangers,Mariners,W,-0.055555556,52.9,0.7,-0.003,2.32,0.4
RedSox,Padres,W,-0.154320988,-197.2,6.6,-0.047,-2.36,1.9
Astros,Indians,L,0.065332413,29.8,-3.2,0.015,0.4,-1.7
Braves,Nationals,W,0.164059505,102.7,0.2,0.001,3.91,0.3
Cardinals,Pirates,L,-0.049382716,-47.4,0.1,0.002,-1.16,0.3
BlueJays,Yankees,W,-0.030864198,-60.2,-2.3,0.004,1.97,-1.9
Orioles,Rays,L,-0.12962963,-30.4,2.8,-0.013,1.88,1.5
Astros,Indians,L,0.065332413,29.8,-3.2,0.015,0.4,-1.7
Mets,Reds,L,-0.117283951,-55.2,-0.2,0.01,-2.07,0.8
Phillies,Marlins,L,0.052411625,85.8,-3.2,0.023,0.71,-0.9
Cubs,Brewers,W,-0.185185185,-115.4,4.4,-0.012,-4.35,3.2
Tigers,WhiteSox,W,-0.052680009,-44.6,-0.3,-0.01,-0.02,-1.3
Royals,Twins,L,-0.135802469,57.2,2.6,-0.01,-1.02,1.6
Giants,Rockies,L,-0.074074074,-19.4,3.6,0.017,-0.87,5.3
Angels,Athletics,W,-0.030864198,-76.2,2.6,-0.014,0.93,1.2
RedSox,Padres,L,-0.154320988,-197.2,6.6,-0.047,-2.36,1.9
Rangers,Mariners,L,-0.055555556,52.9,0.7,-0.003,2.32,0.4
Mets,Reds,L,-0.117283951,-55.2,-0.2,0.01,-2.07,0.8
Orioles,Rays,W,-0.12962963,-30.4,2.8,-0.013,1.88,1.5
Tigers,WhiteSox,W,-0.052680009,-44.6,-0.3,-0.01,-0.02,-1.3
Angels,Athletics,W,-0.030864198,-76.2,2.6,-0.014,0.93,1.2
Braves,Nationals,W,0.164059505,102.7,0.2,0.001,3.91,0.3
Cardinals,Pirates,W,-0.049382716,-47.4,0.1,0.002,-1.16,0.3
BlueJays,Yankees,W,-0.030864198,-60.2,-2.3,0.004,1.97,-1.9
Astros,Indians,W,0.065332413,29.8,-3.2,0.015,0.4,-1.7
Phillies,Marlins,W,0.052411625,85.8,-3.2,0.023,0.71,-0.9
Cubs,Brewers,W,-0.185185185,-115.4,4.4,-0.012,-4.35,3.2
Royals,Twins,W,-0.135802469,57.2,2.6,-0.01,-1.02,1.6
Giants,Rockies,W,-0.074074074,-19.4,3.6,0.017,-0.87,5.3
RedSox,Padres,L,-0.154320988,-197.2,6.6,-0.047,-2.36,1.9
Rangers,Mariners,W,-0.055555556,52.9,0.7,-0.003,2.32,0.4
Astros,Indians,W,0.065332413,29.8,-3.2,0.015,0.4,-1.7
Reds,Pirates,W,0.061728395,52.2,0.2,0.001,-0.69,0.3
Phillies,Nationals,L,0.148148148,132.6,-2.8,0.016,2.28,-1.2
Rays,Yankees,W,0.098765432,-34.6,-4.9,0.009,0.76,-4
Brewers,Cardinals,L,0.080246914,79.4,-4.3,0.011,1.88,-3.2
Rockies,Padres,W,-0.043209877,-35.4,3.7,-0.04,-0.38,-0.3
Rangers,Mariners,W,-0.055555556,52.9,0.7,-0.003,2.32,0.4
Reds,Pirates,L,0.061728395,52.2,0.2,0.001,-0.69,0.3
Phillies,Nationals,W,0.148148148,132.6,-2.8,0.016,2.28,-1.2
Rays,Yankees,W,0.098765432,-34.6,-4.9,0.009,0.76,-4
RedSox,BlueJays,L,-0.024691358,-104.4,3.5,-0.034,-1.11,0.1
Orioles,Tigers,W,-0.015221225,-3.5,-0.4,0.011,0.02,0.7
Dodgers,Marlins,W,-0.071045165,-36.1,-1.6,0.014,-2.35,-0.2
Mets,Braves,L,-0.114676789,-85.3,-1.3,0.009,-2.47,-0.4
Cubs,Astros,L,-0.117283951,-56.1,2.3,-0.009,-0.79,1.4
Indians,Twins,L,-0.219653401,-57.1,2.6,-0.011,-3.07,1.5
Royals,WhiteSox,W,-0.018518519,55.4,0.8,-0.004,-0.39,0.4
Brewers,Cardinals,W,0.080246914,79.4,-4.3,0.011,1.88,-3.2
Mariners,Athletics,L,-0.104938272,-140.2,-1.7,-0.013,-1.59,-3
Rangers,Angels,L,-0.12962963,-11.1,-3.6,-0.002,-0.2,-3.8
Rockies,Padres,L,-0.043209877,-35.4,3.7,-0.04,-0.38,-0.3
RedSox,BlueJays,W,-0.024691358,-104.4,3.5,-0.034,-1.11,0.1
Cubs,Astros,W,-0.117283951,-56.1,2.3,-0.009,-0.79,1.4
Mariners,Athletics,L,-0.104938272,-140.2,-1.7,-0.013,-1.59,-3
Rays,Yankees,W,0.098765432,-34.6,-4.9,0.009,0.76,-4
Reds,Pirates,L,0.061728395,52.2,0.2,0.001,-0.69,0.3
Phillies,Nationals,W,0.148148148,132.6,-2.8,0.016,2.28,-1.2
Orioles,Tigers,L,-0.015221225,-3.5,-0.4,0.011,0.02,0.7
Indians,Twins,W,-0.219653401,-57.1,2.6,-0.011,-3.07,1.5
Royals,WhiteSox,L,-0.018518519,55.4,0.8,-0.004,-0.39,0.4
Dodgers,Marlins,L,-0.071045165,-36.1,-1.6,0.014,-2.35,-0.2
Mets,Braves,W,-0.114676789,-85.3,-1.3,0.009,-2.47,-0.4
Brewers,Cardinals,W,0.080246914,79.4,-4.3,0.011,1.88,-3.2
Rockies,Padres,W,-0.043209877,-35.4,3.7,-0.04,-0.38,-0.3
Rangers,Angels,L,-0.12962963,-11.1,-3.6,-0.002,-0.2,-3.8
Rays,Yankees,L,0.098765432,-34.6,-4.9,0.009,0.76,-4
RedSox,BlueJays,L,-0.024691358,-104.4,3.5,-0.034,-1.11,0.1
Orioles,Tigers,L,-0.015221225,-3.5,-0.4,0.011,0.02,0.7
Dodgers,Marlins,W,-0.071045165,-36.1,-1.6,0.014,-2.35,-0.2
Reds,Pirates,L,0.061728395,52.2,0.2,0.001,-0.69,0.3
Mets,Braves,L,-0.114676789,-85.3,-1.3,0.009,-2.47,-0.4
Phillies,Nationals,W,0.148148148,132.6,-2.8,0.016,2.28,-1.2
Indians,Twins,L,-0.219653401,-57.1,2.6,-0.011,-3.07,1.5
Royals,WhiteSox,L,-0.018518519,55.4,0.8,-0.004,-0.39,0.4
Brewers,Cardinals,L,0.080246914,79.4,-4.3,0.011,1.88,-3.2
Rangers,Angels,W,-0.12962963,-11.1,-3.6,-0.002,-0.2,-3.8
Mariners,Athletics,L,-0.104938272,-140.2,-1.7,-0.013,-1.59,-3
Rockies,Padres,L,-0.043209877,-35.4,3.7,-0.04,-0.38,-0.3
Cubs,Astros,L,-0.117283951,-56.1,2.3,-0.009,-0.79,1.4
Dodgers,Yankees,L,-0.043209877,-28.4,-1.8,0.003,-1.54,-1.5
Mets,Nationals,W,0.049382716,17.4,-1.1,0.01,1.44,-0.1
Pirates,Phillies,W,-0.043209877,-112.2,1.7,-0.017,1.92,0
Rays,BlueJays,W,0.12962963,25.6,-2.6,0.005,-1.21,-2.1
Orioles,RedSox,W,0.024691358,99.6,-3.3,0.026,1.78,-0.7
Marlins,Braves,W,-0.068322981,-55.9,0.2,-0.008,-2.34,-0.6
Brewers,Reds,W,-0.030864198,-20.2,-4.4,0.012,1.41,-3.2
Twins,Tigers,W,0.16996396,42.8,-1.5,0.016,0.65,0.1
Athletics,Royals,L,0.074074074,17.2,1.2,0.015,1.2,2.7
Indians,WhiteSox,W,-0.10236945,-58.9,0.8,-0.005,-2.44,0.3
Rangers,Astros,L,-0.067901235,14.4,3.4,-0.015,3.58,1.9
Cubs,Cardinals,L,-0.104938272,-36,0.1,-0.001,-2.47,0
Mariners,Angels,L,-0.074074074,-64,-4.3,0.001,-2.52,-4.2
Padres,Giants,L,0.117283951,54.8,-7.3,0.023,1.25,-5
Dodgers,Yankees,W,-0.043209877,-28.4,-1.8,0.003,-1.54,-1.5
Mets,Nationals,L,0.049382716,17.4,-1.1,0.01,1.44,-0.1
Pirates,Phillies,L,-0.043209877,-112.2,1.7,-0.017,1.92,0
Rays,BlueJays,L,0.12962963,25.6,-2.6,0.005,-1.21,-2.1
Orioles,RedSox,L,0.024691358,99.6,-3.3,0.026,1.78,-0.7
Marlins,Braves,L,-0.068322981,-55.9,0.2,-0.008,-2.34,-0.6
Brewers,Reds,W,-0.030864198,-20.2,-4.4,0.012,1.41,-3.2
